no;nearc2;nearc4;educ;age;fatheduc;motheduc;weight;momdad14;sinmom14;step14;reg661;reg662;reg663;reg664;reg665;reg666;reg667;reg668;reg669;south66;black;smsa;south;smsa66;wage;enroll;KWW;IQ;married;libcrd14;exper;lwage;expersq
20;1;1;12;32;8;8;355491;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;649;0;35;88;1;0;14;6.4754329;196
21;1;1;18;32;12;13;367470;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;1;944;0;43;NA;1;1;8;6.8501258;64
22;1;1;18;34;NA;8;408301;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;614;0;50;114;1;1;10;6.4199948;100
23;1;1;15;32;5;14;367470;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;726;0;37;111;1;1;11;6.5875502;121
24;0;1;12;28;14;12;380166;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;604;0;44;NA;1;1;10;6.403574;100
25;0;1;12;32;11;12;367470;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;693;0;44;95;1;1;14;6.5410299;196
26;0;1;18;34;14;13;367470;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1400;0;44;132;1;1;10;7.2442269;100
27;0;1;12;26;7;12;367772;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;300;0;27;NA;6;1;8;5.703783;64
28;0;1;18;32;16;16;355491;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;1800;0;38;109;5;1;8;7.495542;64
29;0;1;12;25;11;12;357519;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;413;0;43;108;1;1;7;6.023448;49
30;0;1;14;29;NA;16;496635;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;632;0;45;102;1;1;9;6.4488888;81
31;1;1;12;25;12;12;90339;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;208;0;30;106;1;1;7;5.3375378;49
32;1;1;12;25;NA;11;102031;0;1;0;0;1;0;0;0;0;0;0;0;0;1;1;0;1;457;0;40;104;6;1;7;6.1246829;49
33;1;1;16;24;10;10;369567;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;824;0;24;119;1;1;2;6.71417;4
34;1;1;18;34;NA;12;408301;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;577;0;47;122;1;1;10;6.357842;100
35;1;1;11;28;6;10;380166;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;1;255;0;32;90;1;1;11;5.5412641;121
36;1;1;16;30;12;12;496635;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;962;0;47;118;1;1;8;6.8690138;64
37;1;1;10;31;8;6;496635;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;944;0;37;105;1;0;15;6.8501258;225
38;1;1;18;34;8;11;367470;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;1146;1;43;115;1;1;10;7.0440331;100
39;1;1;6;27;2;6;104596;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;324;0;16;NA;1;1;15;5.7807441;225
40;1;1;11;24;6;12;102031;1;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;1;235;0;27;65;5;1;7;5.4595861;49
41;1;1;12;34;11;10;367470;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;1000;0;45;120;1;0;16;6.9077549;256
42;1;1;9;26;NA;12;422407;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;481;0;31;86;4;1;11;6.1758671;121
43;1;1;15;32;10;12;89826;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;624;0;39;109;1;1;11;6.436151;121
44;1;1;11;34;8;10;89826;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;650;0;36;72;1;0;17;6.4769731;289
45;1;1;12;24;NA;10;102031;0;1;0;0;1;0;0;0;0;0;0;0;0;1;1;0;1;344;0;31;NA;6;0;6;5.840641;36
46;1;1;16;24;12;10;369567;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;1;380;0;NA;NA;6;0;2;5.9401708;4
47;1;1;12;24;12;11;369567;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;353;0;25;101;1;1;6;5.866468;36
48;1;1;13;25;NA;12;369567;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;659;0;29;105;6;1;6;6.4907241;36
49;1;1;17;28;10;10;380166;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;621;1;48;136;1;1;5;6.4313312;25
50;1;1;12;25;10;11;369567;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;440;0;40;101;1;1;7;6.0867748;49
51;1;1;12;26;12;10;104596;1;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;1;738;0;34;96;6;1;8;6.6039438;64
52;1;1;11;31;5;5;158413;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;1;280;0;36;NA;1;0;14;5.634789;196
53;1;1;10;24;5;NA;369567;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;434;0;34;NA;1;1;8;6.0730438;64
54;1;1;12;27;NA;8;380166;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;705;0;34;101;1;1;9;6.558198;81
55;1;1;12;27;10;12;380166;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;425;0;32;91;1;1;9;6.0520892;81
56;1;1;12;24;NA;4;369567;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;571;0;35;NA;1;1;6;6.3473892;36
57;1;1;16;30;12;12;496635;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;538;0;52;115;6;1;8;6.287858;64
58;1;1;16;32;12;12;408301;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;740;0;49;113;1;1;10;6.6066499;100
59;1;1;13;32;10;12;367470;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;673;1;43;123;1;1;13;6.511745;169
60;1;1;12;34;10;10;89826;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;769;0;36;95;1;1;16;6.6450911;256
61;1;1;12;24;10;10;90339;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;592;0;26;102;1;1;6;6.3835068;36
62;1;1;9;24;12;11;102031;1;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;1;213;0;15;NA;6;1;9;5.3612919;81
63;1;1;16;34;12;12;367470;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;1563;0;50;145;1;1;12;7.354362;144
64;1;1;16;28;11;11;380166;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;774;0;35;114;1;1;6;6.6515722;36
65;1;1;12;26;8;9;380166;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;1;600;0;35;113;1;0;8;6.3969302;64
66;1;1;18;24;16;16;369567;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;693;0;24;NA;6;1;0;6.5410299;0
67;1;1;13;31;8;12;496635;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;570;0;40;93;5;1;12;6.3456359;144
68;1;1;14;28;12;12;380166;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;433;0;38;NA;5;1;8;6.0707378;64
69;1;1;15;28;12;12;380166;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;538;0;37;119;2;0;7;6.287858;49
70;1;1;12;25;12;9;369567;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;627;0;35;108;6;1;7;6.4409471;49
71;1;1;8;31;12;11;496635;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;481;0;35;NA;1;1;17;6.1758671;289
72;1;1;12;26;6;11;380166;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;545;0;26;72;1;1;8;6.300786;64
73;1;1;12;25;12;9;369567;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;576;0;34;86;1;1;7;6.3561082;49
74;1;1;16;25;14;12;90339;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;700;0;42;123;1;1;3;6.5510802;9
75;1;1;16;28;12;12;367772;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;788;0;38;103;1;1;6;6.669498;36
76;1;1;17;27;12;12;367772;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;1012;0;42;101;1;1;4;6.9196839;16
77;1;1;12;24;12;10;357519;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;758;0;30;NA;1;1;6;6.6306829;36
78;1;1;14;29;12;16;480445;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;601;1;41;105;6;1;9;6.3985949;81
79;1;1;12;24;NA;12;357519;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;283;0;34;NA;6;1;6;5.6454468;36
80;1;1;12;24;12;12;397244;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;1;250;0;29;NA;6;1;6;5.521461;36
81;1;1;12;26;10;12;367772;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;500;0;33;95;1;1;8;6.2146082;64
82;1;1;11;31;8;6;480445;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;550;0;41;98;1;1;14;6.3099179;196
83;1;1;12;25;8;6;357519;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;1143;0;27;NA;1;1;7;7.0414119;49
84;1;1;18;31;8;8;480445;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;1;810;0;39;115;4;0;7;6.6970339;49
85;1;1;12;28;NA;9;104596;0;1;0;0;1;0;0;0;0;0;0;0;0;1;1;0;1;313;0;20;60;6;1;10;5.7462029;100
86;1;1;18;25;NA;4;369567;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;731;0;36;135;1;1;1;6.5944128;1
87;1;1;16;25;9;10;369567;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;625;1;35;132;1;1;3;6.4377518;9
88;1;1;14;24;16;12;369567;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;588;1;33;106;1;1;4;6.3767271;16
89;1;1;14;26;12;12;380166;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;375;1;28;113;1;1;6;5.9269261;36
90;1;1;16;29;14;11;496635;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;817;0;43;102;6;1;7;6.7056389;49
91;1;1;14;30;15;12;496635;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;865;0;32;91;1;1;10;6.7627301;100
92;1;1;15;28;12;12;380166;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;350;0;30;104;1;1;7;5.857933;49
93;1;1;13;24;12;12;369567;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;1;202;0;22;NA;1;1;5;5.3082681;25
94;1;1;13;32;16;16;367470;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;1;1;505;0;43;97;1;1;13;6.2245579;169
95;1;1;17;30;12;13;480445;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;816;0;41;125;1;1;7;6.7044139;49
96;1;1;18;26;14;12;380166;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;625;0;41;123;6;1;2;6.4377518;4
97;1;1;18;32;16;16;367470;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;769;0;35;128;6;1;8;6.6450911;64
98;1;1;17;27;16;17;380166;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;500;1;38;133;6;1;4;6.2146082;16
99;1;1;17;27;12;8;380166;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;619;1;32;114;1;1;4;6.4281049;16
100;1;1;12;30;NA;8;480445;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;650;0;40;103;1;1;12;6.4769731;144
101;0;1;18;28;10;12;380166;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;769;0;36;130;1;1;4;6.6450911;16
102;0;1;12;26;10;12;380166;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;512;0;33;97;1;1;8;6.2383251;64
103;0;1;18;31;12;13;496635;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;625;0;46;132;1;1;7;6.4377518;49
104;0;1;14;31;12;12;496635;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;1111;0;41;98;1;1;11;7.0130162;121
105;0;1;13;28;12;12;380166;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;721;0;41;108;1;1;9;6.5806389;81
106;0;1;14;32;13;12;367470;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;1154;0;44;107;1;1;12;7.0509901;144
107;0;1;18;34;18;18;367470;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;827;0;40;129;6;1;10;6.7178049;100
108;0;1;16;34;14;12;367470;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;923;0;56;NA;1;1;12;6.8276291;144
109;0;1;17;28;14;17;380166;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1076;0;42;132;1;1;5;6.9810061;25
110;0;1;12;33;NA;8;367470;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;625;0;37;101;1;1;15;6.4377518;225
111;0;1;13;27;NA;8;380166;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;460;0;24;92;1;1;8;6.131227;64
112;0;1;14;24;8;12;102031;1;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;1;900;0;39;108;6;1;4;6.8023949;16
113;0;1;18;29;8;9;496635;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;682;0;NA;132;1;1;5;6.5250301;25
114;0;1;12;24;10;12;369567;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;411;0;20;NA;1;1;6;6.0185928;36
115;0;1;13;27;12;15;380166;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;625;0;35;106;1;0;8;6.4377518;64
116;0;1;18;32;12;12;355491;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;1005;0;46;123;1;1;8;6.9127431;64
117;0;1;11;24;9;11;357519;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;725;0;24;109;1;1;7;6.5861721;49
118;0;1;15;27;8;11;367772;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;750;0;35;103;1;1;6;6.6200728;36
119;0;1;14;29;NA;8;533828;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;529;0;33;108;1;0;9;6.270988;81
120;0;1;17;29;8;12;496635;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;972;0;47;122;1;1;6;6.8793559;36
121;0;1;12;26;12;12;380166;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;472;0;36;109;1;1;8;6.1569791;64
122;0;1;12;24;12;12;369567;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;1;325;0;35;102;6;1;6;5.7838249;36
123;0;1;12;34;NA;12;367470;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;875;0;44;109;1;1;16;6.7742238;256
124;0;1;13;34;9;10;367470;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;625;0;40;100;1;1;15;6.4377518;225
125;0;1;12;26;8;10;380166;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;337;0;29;93;1;1;8;5.8200831;64
126;0;1;16;27;5;5;380166;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;481;0;37;115;1;1;5;6.1758671;25
127;0;1;9;29;5;NA;551817;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;650;0;NA;NA;6;0;14;6.4769731;196
128;0;1;16;25;5;4;369567;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;383;0;39;NA;6;0;3;5.9480348;9
129;0;1;18;30;15;14;533828;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;962;0;50;125;1;1;6;6.8690138;36
130;0;1;16;29;13;12;496635;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;615;0;31;106;6;1;7;6.4216218;49
131;0;1;14;28;12;12;380166;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;702;0;43;113;1;1;8;6.5539341;64
132;0;1;14;31;NA;12;551817;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;635;0;41;122;6;1;11;6.4536252;121
133;0;1;12;28;10;11;422407;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;200;0;35;NA;4;0;10;5.298317;100
134;0;1;12;27;10;10;380166;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;817;0;43;116;1;1;9;6.7056389;81
135;0;1;14;26;NA;12;380166;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;577;0;39;116;1;1;6;6.357842;36
136;0;1;17;26;12;12;760332;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;466;0;34;105;1;1;3;6.144186;9
137;0;1;16;29;NA;12;993271;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;924;0;39;NA;1;1;7;6.828712;49
138;0;1;16;31;12;12;993271;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;793;1;38;112;1;0;9;6.6758232;81
139;0;1;14;28;12;12;760332;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;635;0;32;113;1;1;8;6.4536252;64
140;0;1;12;25;NA;NA;369567;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;570;0;22;NA;6;1;7;6.3456359;49
141;0;1;16;29;12;12;496635;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;705;0;37;94;1;1;7;6.558198;49
142;0;1;14;28;12;9;380166;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;635;0;40;103;1;1;8;6.4536252;64
143;0;1;12;30;NA;12;496635;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;1;694;0;36;102;1;0;12;6.5424719;144
144;0;1;13;34;10;12;367470;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;615;0;47;109;1;1;15;6.4216218;225
145;0;1;16;26;15;10;380166;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;462;0;34;130;6;1;4;6.1355648;16
146;0;1;12;34;12;12;408301;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;865;0;45;105;1;1;16;6.7627301;256
147;0;1;18;33;12;12;367470;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;737;0;46;134;1;1;9;6.6025882;81
148;0;1;12;25;8;14;357519;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;1400;0;39;NA;1;1;7;7.2442269;49
149;0;1;12;31;NA;7;496635;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;808;0;43;105;1;0;13;6.694562;169
150;0;1;16;26;11;12;380166;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;654;0;36;104;1;0;4;6.483108;16
151;0;1;12;25;NA;12;369567;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;300;0;35;112;1;1;7;5.703783;49
152;0;1;16;30;8;10;496635;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;577;0;37;115;4;1;8;6.357842;64
153;0;1;16;24;10;12;410630;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;265;0;44;NA;6;1;2;5.57973;4
154;0;1;18;31;8;8;496635;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;594;0;33;117;1;1;7;6.386879;49
155;0;1;17;26;12;8;380166;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;325;0;29;114;1;1;3;5.7838249;9
156;0;1;16;24;12;8;369567;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;385;1;37;118;6;1;2;5.9532428;4
157;0;1;18;25;12;12;369567;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;1000;0;32;107;1;1;1;6.9077549;1
158;0;1;18;28;8;11;367772;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;465;0;49;120;6;1;4;6.1420369;16
159;0;1;16;28;16;18;367772;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;440;0;43;131;6;1;6;6.0867748;36
160;0;1;16;27;16;17;367772;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;625;0;40;124;6;1;5;6.4377518;25
161;0;1;17;27;11;12;92929;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;285;0;36;121;1;1;4;5.6524892;16
162;0;1;14;27;10;12;92929;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;650;0;35;110;1;1;7;6.4769731;49
163;0;1;13;25;10;12;90339;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;808;0;34;103;1;1;6;6.694562;36
164;0;1;12;24;10;12;90339;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;500;0;26;NA;1;1;6;6.2146082;36
165;0;1;16;26;14;12;367772;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;831;0;45;115;1;1;4;6.72263;16
166;0;1;12;31;8;6;480445;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;500;0;33;96;1;1;13;6.2146082;169
167;0;1;17;32;12;12;355491;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;693;0;48;123;1;0;9;6.5410299;81
168;0;1;12;27;12;10;367772;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;1100;0;37;101;1;1;9;7.0030661;81
169;0;1;12;25;8;12;357519;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;763;0;34;98;1;1;7;6.6372581;49
170;1;1;12;27;8;9;422407;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;795;0;28;NA;1;1;9;6.6783419;81
171;1;1;16;25;7;8;369567;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;333;0;31;108;6;1;3;5.8081431;9
172;1;1;18;30;16;12;551817;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;409;0;39;138;1;1;6;6.0137148;36
173;1;1;16;27;NA;12;380166;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;865;0;37;121;1;1;5;6.7627301;25
174;1;1;12;31;8;12;496635;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;888;0;34;96;1;1;13;6.7889719;169
175;1;1;12;34;NA;12;367470;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;673;0;47;89;1;1;16;6.511745;256
176;1;1;12;33;7;NA;367470;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;700;0;43;109;6;1;15;6.5510802;225
177;1;1;18;33;16;16;367470;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;1;250;0;44;133;6;1;9;5.521461;81
178;1;1;11;27;11;9;380166;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;625;0;32;84;6;1;10;6.4377518;100
179;1;1;13;31;8;12;496635;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;417;0;37;NA;4;1;12;6.0330858;144
180;1;1;13;28;8;12;380166;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;576;0;51;98;1;1;9;6.3561082;81
181;1;1;12;26;12;9;104596;1;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;1;613;0;27;85;6;1;8;6.418365;64
182;1;1;12;31;11;9;496635;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;700;0;NA;105;1;1;13;6.5510802;169
183;1;1;12;24;11;9;369567;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;450;0;20;93;6;1;6;6.1092482;36
184;1;1;16;28;NA;12;380166;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;500;0;38;115;1;1;6;6.2146082;36
185;1;1;12;25;12;NA;369567;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;514;0;36;NA;1;1;7;6.2422228;49
186;1;1;16;25;12;12;369567;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;250;0;45;146;6;1;3;5.521461;9
187;1;1;12;24;12;12;369567;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;315;0;32;NA;6;1;6;5.752573;36
